utterance,intent,weight
Can I hear a symphony from the seventies on Youtube?,PlayMusic,1
I'd like to listen to Space music,PlayMusic,1
Play a chant by Mj Cole,PlayMusic,1
Play industrial music.,PlayMusic,1
Play always by walter parazaider.,PlayMusic,1
Play thirties on Lastfm,PlayMusic,1
play music form the fourties with Slacker,PlayMusic,1
Use pandora to play music from stano in the year 2005,PlayMusic,1
Use Groove Shark to play Krizz Kaliko,PlayMusic,1
Play the music of Filipp Bedrossowitsch Kirkorow's theme,PlayMusic,1
Play Skin & Bone by Jess Stacy on Deezer,PlayMusic,1
Play me a seventies ep,PlayMusic,1
play falco on Zvooq for Good Hit,PlayMusic,1
On Itunes play the latest Anna Yesipova ep,PlayMusic,1
Play music from the track She Came In Through The Bathroom Window,PlayMusic,1
play some best selling rave songs,PlayMusic,1
Play Change Has Come on Google Music.,PlayMusic,1
Play the newest stuff by blowfly,PlayMusic,1
Play the playlist spring,PlayMusic,1
I want to hear something from the nineties by Alissa Musto on Groove Shark,PlayMusic,1
Play Trace Adkins' music from the thirties.,PlayMusic,1
Play a soundtrack from 1954.,PlayMusic,1
"Can you play something from the fourties, preferably a symphony?",PlayMusic,1
play Clifford Brown All Stars by Michael Balzary,PlayMusic,1
play Pandora Christian Gangsta Rap,PlayMusic,1
Play any chanson,PlayMusic,1
Play a chant from the fifties,PlayMusic,1
Play Leanne Dobinson Right To Dream,PlayMusic,1
play The Happiest Days Of Our Lives by Tommy Emmanuel,PlayMusic,1
Please play This Is The Day by Brian Robertson.,PlayMusic,1
play Abhijeet Bhattacharya from 1986,PlayMusic,1
Play a new tune by louis silvers.,PlayMusic,1
Play me a song by Steve Hackett from Manuel,PlayMusic,1
Play Portsmouth by Paul Smith on Google Music.,PlayMusic,1
Play Dj Drama from the 1976,PlayMusic,1
play my tribute by Billy Cox,PlayMusic,1
"Play the playlist, Hardstyle, Baby.",PlayMusic,1
Play me a sound track by Bert Mccracken on zvooq,PlayMusic,1
Play some music from the fourties.,PlayMusic,1
Play music on Itunes.,PlayMusic,1
I want to hear a Sandra ep,PlayMusic,1
play theme by Yanni on Vimeo,PlayMusic,1
play fourties tunes,PlayMusic,1
Play a 2004 song by eliel on Zvooq.,PlayMusic,1
Play some music on Vimeo,PlayMusic,1
Play the newest music by Gladys Knight,PlayMusic,1
play Hora Din Moldova by Yamazaki Maso,PlayMusic,1
play the album Winner Takes All by Takuro with Last Fm,PlayMusic,1
Play the best ballad by The Rascals.,PlayMusic,1
Play me the track Mama Liked The Roses,PlayMusic,1
Play eighties,PlayMusic,1
Play a 2014 theme from Greg Pattillo,PlayMusic,1
Play some music from Roberto Carlos,PlayMusic,1
Play the concert from Philip Oakey 1973 concert on Netflix,PlayMusic,1
Play some music from 1995,PlayMusic,1
Play Kaori Mochida's most popular music on Google Music.,PlayMusic,1
Play A Chaos Of Desire from Dan Snaith,PlayMusic,1
Play music by Country Dick Montana.,PlayMusic,1
play chant from the nineties with Last Fm,PlayMusic,1
Play a top 5 song from Wally Bastian on Google Music,PlayMusic,1
Play White Noise.,PlayMusic,1
Play ep from Quasimoto from the nineties,PlayMusic,1
play a 1988 soundtrack,PlayMusic,1
Play something from the jonathon lee movement,PlayMusic,1
play James Moody ballad,PlayMusic,1
play a top 50  tune from the twenties by Willi Williams,PlayMusic,1
play fifties track music,PlayMusic,1
Play theme music from 2011.,PlayMusic,1
play music by Billy Powell,PlayMusic,1
Play One Good Reason by Tommy Flanagan on Itunes,PlayMusic,1
Play me a song by Dj Paul Elstak in 1988 on Zvooq,PlayMusic,1
Play Hasan Saltik from 2004,PlayMusic,1
I want to hear popular music from Martin Lopez,PlayMusic,1
Play A Sudden Rainstorm playlist.,PlayMusic,1
play wendy james from the fifties,PlayMusic,1
Use Itunes to play music,PlayMusic,1
Play a Paul Davis melody,PlayMusic,1
Play Lorenzo Palacios Quispe,PlayMusic,1
play a soundtrack by Sarah Geronimo on google music,PlayMusic,1
Play me a song from 1976 by Bennie Moten,PlayMusic,1
I want to hear eighties music by Noko on deezer.,PlayMusic,1
Play some Glenn Miller.,PlayMusic,1
Can I hear a song by David Hodges?,PlayMusic,1
Play The New Retro playlist on Netflix.,PlayMusic,1
Play soundtrack by Armand Van Helden,PlayMusic,1
Play The Lamentation Of Cloris,PlayMusic,1
I want to hear the new Latin Pop Rising list,PlayMusic,1
Please play some music from the seventies movement,PlayMusic,1
play Signe Anderson chant music that is newest,PlayMusic,1
play Richard Thompson from the thirties song book,PlayMusic,1
Play funtime activity,PlayMusic,1
Play me a song from Luxury Liner,PlayMusic,1
I want to hear De Eerste Keer from Paul Caiafa  off of Google Music,PlayMusic,1
Play a sixties song.,PlayMusic,1
I want to hear some twenties music off of Deezer,PlayMusic,1
Play some movement from 1959 on deezer.,PlayMusic,1
play songs by Queen,PlayMusic,1
Please play good music by Will Oldham.,PlayMusic,1
Play a song from the thirties on Zvooq,PlayMusic,1
play Vanlose Stairway by Janove Ottesen,PlayMusic,1
Play me the last 1980 record by Brenda Kahn,PlayMusic,1
Play music from the top-5 from artist Kenia Arias,PlayMusic,1
Lets hear some 2009 music,PlayMusic,1
Play some bass music.,PlayMusic,1
Play Furusato on Google Music.,PlayMusic,1
Play Party Anthems,PlayMusic,1
use Iheart radio to play eighties music from Hugh Masekela.,PlayMusic,1
Play a symphony from Bob Hardy please,PlayMusic,1
Play some eighties music.,PlayMusic,1
Play a 1964 track from Shahram Nazeri on Pandora.,PlayMusic,1
Sort to the last song on playlist from 1983 a chant by Mark Oliver Everett,PlayMusic,1
Play a new symphony by Perfecto De Castro on Lastfm,PlayMusic,1
Play some music from the thirties.,PlayMusic,2
Play some Matthew Sweet music from around 1996 on Spotify,PlayMusic,1
open lastfm  play top hits of Simon Webbe,PlayMusic,1
play 1981 music on Last Fm,PlayMusic,1
Play a track from 1959.,PlayMusic,1
Play chant music by Big Dee Irwin.,PlayMusic,1
"Play me Gil Parris's A Cup Of Coffee, A Sandwich And You",PlayMusic,1
Play Pura Vida.,PlayMusic,1
Play a top fifty ballad by Linda Strawberry on Google Music,PlayMusic,1
use Spotify to play greatest songs from Kailash Kher,PlayMusic,1
Play the newest melody by Cisco Adler on pandora,PlayMusic,1
Use service Vimeo to play music from the artist Mick track Now We Are 5,PlayMusic,1
Open Youtube and play Renaldo Lapuz record from the eighties,PlayMusic,1
play some good amber gristak on Lastfm,PlayMusic,1
play some synthpop,PlayMusic,1
Play music from my relentless playlist,PlayMusic,1
Plpay my Disco Fever playlist.,PlayMusic,1
play valerij kipelov on Vimeo,PlayMusic,1
Can you play The Change Is Made on Netflix,PlayMusic,1
Play some Robbie Merrill.,PlayMusic,1
Play me a song from the twenties by Randy Bachman,PlayMusic,1
I need to hear some r&b music off of iheart,PlayMusic,1
Play some dance music.,PlayMusic,1
Play new music from Liang Wern Fook,PlayMusic,1
listen to Pmd symphony,PlayMusic,1
play By The Sleepy Lagoon by Greg Kurstin,PlayMusic,1
I want to listen to some Saori Atsumi from the twenties on Deezer,PlayMusic,1
Play some gangsta music,PlayMusic,1
Play The Eternal by Juju Mob on Vimeo.,PlayMusic,1
Play me a Mario Vazquez movement,PlayMusic,1
Play music on Lastfm,PlayMusic,1
Play Eve,PlayMusic,1
Play music from 2011.,PlayMusic,1
Play some Psychedelic Rock.,PlayMusic,1
play Top 100 Indie Tracks on Spotify on Lastfm,PlayMusic,1
play an eighties track ,PlayMusic,1
Can you play me some eighties music by Adele,PlayMusic,1
Play Oliver Cheatham's symphony from the thirties.,PlayMusic,1
Play chant music by Ira Losco on Iheart.,PlayMusic,1
Play me the most popular Lillian Hardin song on Itunes,PlayMusic,1
Play the red room sessions from chris cunningham,PlayMusic,1
I want to listen to Roger Daltrey from the sixties on slacker,PlayMusic,1
Play music from Tommy Ridgley.,PlayMusic,1
play All Of Your Toys by Chris Ledoux,PlayMusic,1
Play music by Fidel Nadal sorted by newest.,PlayMusic,1
Play Shaina Magdayao's music on Iheart,PlayMusic,1
I need to hear a thirties soundtrack,PlayMusic,1
Play Dave Wyndorf album,PlayMusic,1
Play me a song by Linn Berggren from Spotify,PlayMusic,1
Play me something by Funtwo,PlayMusic,1
Play some The Lady Is A Tramp from Timour Moutsouraev,PlayMusic,1
play pandora tracks by Akhtar Sadmani,PlayMusic,1
Please play some music from 1996,PlayMusic,1
Use the service Lastfm to play music by the artist ai kago,PlayMusic,1
Can you play a song by Ken,PlayMusic,1
Play music using Last Fm,PlayMusic,1
play some Kyle Ward from the seventies,PlayMusic,1
Play Bald by Kaskade.,PlayMusic,1
Play me some music on Deezer,PlayMusic,1
Play my Futuros Hits playlist on Spotify.,PlayMusic,1
Play Strength of Street Knowledge on Groove Shark,PlayMusic,1
Use Pandora to play Korean OSTs,PlayMusic,1
Play some Gospel music.,PlayMusic,1
Play satire,PlayMusic,1
Play the top 20 ep from the fifties by John Bundrick.,PlayMusic,1
Play Alfredo Zitarrosa on spotify.,PlayMusic,1
Play me some Terror music,PlayMusic,1
Play music from 2010 by Jason Donovan,PlayMusic,1
Play me something on Last Fm,PlayMusic,1
Play Giovanni Battista Guadagnini's 1982 tracks.,PlayMusic,1
Play Greg Raposo songs from the thirties,PlayMusic,1
Play a top-five song by Pete Candoli.,PlayMusic,1
Play Iheart,PlayMusic,1
Play the symphony by Tetsuya Ogawa from 1953,PlayMusic,1
Can you play me some Pop-folk music,PlayMusic,1
Play that new song from 1970,PlayMusic,1
Play some space music on Google Music,PlayMusic,1
Play a song by Juanes on Last Fm,PlayMusic,1
Play Salmonella Dub Dvd by mario rubalcaba on Vimeo ,PlayMusic,1
Play some music from 1958 on Deezer.,PlayMusic,1
I want to hear some of David Gilmour's music from 1973,PlayMusic,1
Play music from the playlist Late Night Jazz,PlayMusic,1
Play the song Victim Of Changes from Hawkshaw Hawkins on Spotify,PlayMusic,1
Play the music from the playlist Get Lit,PlayMusic,1
play Bra Vibrationer by Dean,PlayMusic,1
Play music from the playlist Get Your Mind Right,PlayMusic,1
Play Talking To The Universe on Itunes,PlayMusic,1
I want to hear the album Insult To Injury by Narayana Tirtha.,PlayMusic,1
play latest Shaggy music,PlayMusic,1
Play Slacker radio.,PlayMusic,1
Will you play a ballad from Mahalaxmi Iyer,PlayMusic,1
use Spotify to play Nina Persson from 1962,PlayMusic,1
I want toi hear some Pop Punk Perfection í ¼í½ off of Deezer,PlayMusic,1
Start up my Independent Music Monday playlist.,PlayMusic,1
Play That Would Be Something by Eden Ahbez,PlayMusic,1
Play some Ven A Mi,PlayMusic,1
Please play some fourties music on Spotify,PlayMusic,1
Play Dj Cameo on itunes.,PlayMusic,1
play some gotye,PlayMusic,1
Play songs by Cheryl Wheeler,PlayMusic,1
Play the most popular song from Chae Yeon off of Spotify,PlayMusic,1
Please play me something by New Wave Of American Heavy Metal,PlayMusic,1
Play Deezer,PlayMusic,2
Play me the best Charles Neidich song,PlayMusic,1
I want to hear the sound track to Mary Macgregor new songs on Iheart,PlayMusic,1
Play music on the playlist Electronic Gaming,PlayMusic,1
I want to hear some Bill Black chant music,PlayMusic,1
Play some thirties music on Netflix.,PlayMusic,1
play some eighties by Amirbai Karnataki,PlayMusic,1
Open Youtube and play Connie Francis Sings Spanish And Latin American Favorites from Yukiko Iwai,PlayMusic,1
Play the Ricky Wilson album Spectral Dusk,PlayMusic,1
Play Red Barchetta by Blind Lemon Jefferson.,PlayMusic,1
Play the track R U Professional by Roberto Carlos Braga,PlayMusic,1
play drive playlist,PlayMusic,1
Play Regulateâ¦g Funk Era by artist Iouri Bachmet on groove shark,PlayMusic,1
play music from Itunes for Ric Grech,PlayMusic,1
Play some music on Lastfm.,PlayMusic,1
Play The Fool On The Hill by Khwaja Ghulam Farid,PlayMusic,1
Play the best songs of 2016,PlayMusic,1
Play something by Chris Knight,PlayMusic,1
Wish to hear a concerto by Diplo from 1952,PlayMusic,1
play songs from Youtube,PlayMusic,1
"Play an album from the fourties, new first.",PlayMusic,1
"Play Chantal Kreviazuk, Sister Ray",PlayMusic,1
"play Isaac Hayes on Pandora from love, sweat and beer ep",PlayMusic,1
play Only Hope by Graham Bonnet,PlayMusic,1
Play some Avantgarde music on Netflix.,PlayMusic,1
Play gothic music,PlayMusic,1
I want to hear Song For Adam,PlayMusic,1
Play the playlist Feel Good Dinner.,PlayMusic,1
Play the top track by Claudja Barry on Last Fm,PlayMusic,1
Play some Iris Dement's theme based 2015 music on lastfm ,PlayMusic,1
Play the latest ballad by September,PlayMusic,1
Play fifties music,PlayMusic,2
play songs by Sarah Harding,PlayMusic,1
Play Maggot Brain by Albano Carrisi,PlayMusic,1
Play a Jack Lawrence concerto,PlayMusic,1
I want to hear the top Tim Madison,PlayMusic,1
Play the 1991 soundtrack from Ian Mcdonald,PlayMusic,1
Play the best songs by Jes Brieden,PlayMusic,1
Play me a song by Kevin Cadogan,PlayMusic,1
"Play something from my Songs For You, Not Your Parents playlist",PlayMusic,1
Play Rocket Queen on Itunes,PlayMusic,1
Please play a song by Everlast,PlayMusic,1
Play me some chant from the last half of the sixties,PlayMusic,1
Play music by Paul Mccartney,PlayMusic,1
Play some Krzysztof Penderecki on Last Fm,PlayMusic,1
Play easy listening,PlayMusic,1
play Robert Stoddard from 1988,PlayMusic,1
Play Gloria on last fm,PlayMusic,1
play some movement by Dj Spinna,PlayMusic,1
"play Lily, Rosemary And The Jack Of Hearts by Chris Goss",PlayMusic,1
play Zvooq latest track by Peter Appleyard,PlayMusic,1
Play Brenda Kahn's Rushall Station.,PlayMusic,1
play the top five songs by Isaac Hayes,PlayMusic,1
Play 2011 music ,PlayMusic,1
I want to hear Sebastian's songs from the thirties on Youtube,PlayMusic,1
Play top 20 from frank farian,PlayMusic,1
Play some music using slacker,PlayMusic,1
Play some psychadelic music.,PlayMusic,1
Play some Geir Jenssen.,PlayMusic,1
Start playing my Disney playlist.,PlayMusic,1
I want to hear a Gucci Mane song from Last Fm from 2002,PlayMusic,1
Play me a 2003 song by Charles Neidich,PlayMusic,1
I want to hear some songs from the twenties,PlayMusic,1
I'd like to hear chant songs from nineties,PlayMusic,1
Can you play the newest record from 1966 by Tony Lee,PlayMusic,1
Please play Kabhi Jo Baadal Barse by Ruth Lorenzo,PlayMusic,1
Play a record from 2015,PlayMusic,1
Use the service Zvooq to play top-10 by artist Coolio,PlayMusic,1
Play thirties symphony music from Nigga on Iheart,PlayMusic,1
play a sound track by Tom Thacker,PlayMusic,1
Play some Laurie Anderson.,PlayMusic,1
"Open Last Fm and play the top song from Daniel Lee Chee Hun
",PlayMusic,1
play some twenties music on Iheart,PlayMusic,1
Play popular eighties record,PlayMusic,1
Play the track Grow Old With Me by artist Chloe Rose Lattanzi,PlayMusic,1
on Deezer play fourties tunes by Jona Bechtolt and a ballad,PlayMusic,1
play Kings Of The Wild Frontier by Andrea Bocelli,PlayMusic,1
Play an album from 1987.,PlayMusic,1
Play music from 1960,PlayMusic,1
Play a movement from the nineties,PlayMusic,1
Play Bob Hilliard top-twenty music,PlayMusic,1
Play a seventies soundtrack by steve walsh on Groove Shark,PlayMusic,1
Use Deezer service to play Opera ,PlayMusic,1
play Zvooq,PlayMusic,1
I want to hear Techno-industrial music.,PlayMusic,1
play the top song by Amon Amarth on Groove Shark,PlayMusic,1
Play Julie Driscoll,PlayMusic,1
Play The View From The Afternoon by Malese Jow on Last Fm,PlayMusic,1
play songs by Sammy Fain,PlayMusic,1
Play music from the year 1964,PlayMusic,1
Play the heinz strobl ep from 2016 on Groove Shark,PlayMusic,1
Play me Leonid Soybelman on Vimeo.,PlayMusic,1
Play a song from my workout playlist on Groove Shark,PlayMusic,1
play some Alte Kameraden music,PlayMusic,1
Play the music Hands Up,PlayMusic,1
Play some twenties theme music on Google Music.,PlayMusic,1
Play a fifties album on Itunes.,PlayMusic,1
Play genre opera,PlayMusic,1
Play shadowplay by Dana on Deezer.,PlayMusic,1
Play music on Deezer by Imogen Heap,PlayMusic,1
Find a top fifty zahir howaida concerto from the seventies,PlayMusic,1
Play the newest twenties melody.,PlayMusic,1
I want to hear Box Of Rain by Skeets Mcdonald,PlayMusic,1
Please play Casino Boogie,PlayMusic,1
I want to hear a full album on youtube by Jem Godfrey,PlayMusic,1
Play an Asha Bhosle song from around 1964,PlayMusic,1
Play music from the twenties.,PlayMusic,1
Play new Ian Mclagan,PlayMusic,1
Play music on Itunes,PlayMusic,1
I want to hear Ding Dong Bell on groove shark,PlayMusic,1
Play fifties music on Slacker.,PlayMusic,1
Play a Jim Mullen ep from the sixties,PlayMusic,1
Play some good music from 2012.,PlayMusic,1
Play the greatest soundtrack by Nhat Son on Last Fm.,PlayMusic,1
Play the top hits of 2016,PlayMusic,1
"Play Fight On, State.",PlayMusic,1
Use Pandora to play music from Maki Onaga from the album made in the nineties,PlayMusic,1
Play the top five Cemil Bey songs,PlayMusic,1
Play opera music on google music,PlayMusic,1
play music by Francis Healy,PlayMusic,1
play a track from the thirties,PlayMusic,1
Play music on Spotify.,PlayMusic,2
play newest soundtrack from 2008,PlayMusic,1
play Itunes  songs by Gerard Way,PlayMusic,1
Play Cherry Pink by Trapp Mendoza on Iheart,PlayMusic,1
Play Rei Momo newest album,PlayMusic,1
